PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   1.000  index, nleg, degeneracy, r=  2.4075
    0.000000    0.000000    0.000000   0 'Fe    '     2.5590  148.3997    0.0000
    60    3   2.000  index, nleg, degeneracy, r=  4.5857
      x           y           z     ipot  label      rleg      beta        eta
    2.099530    3.559470   -0.681500   3 'Fe    '     4.1884  147.8393    0.0000
    1.608490    1.622360    0.878660   3 'Fe    '     2.5353   65.6193    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4477  146.5413    0.0000
    61    3   2.000  index, nleg, degeneracy, r=  4.6028
      x           y           z     ipot  label      rleg      beta        eta
    3.366300   -0.089320   -2.384540   3 'Fe    '     4.1263  144.0122    0.0000
    1.502350    1.383250   -1.542110   2 'Si    '     2.5204   71.3505    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5590  144.6374    0.0000
    62    3   2.000  index, nleg, degeneracy, r=  4.6045
      x           y           z     ipot  label      rleg      beta        eta
   -2.088700   -1.451270    3.307080   3 'Fe    '     4.1720  147.0112    0.0000
   -1.295280   -1.880460    0.878660   3 'Fe    '     2.5905   68.1939    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.4466  144.7948    0.0000
    63    3   2.000  index, nleg, degeneracy, r=  4.6105
      x           y           z     ipot  label      rleg      beta        eta
   -3.838760    1.414340    0.878660   3 'Fe    '     4.1843  146.4350    0.0000
   -2.406690    0.020530   -0.681500   3 'Fe    '     2.5353   67.6463    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5014  145.9187    0.0000
    64    3   2.000  index, nleg, degeneracy, r=  4.6185
      x           y           z     ipot  label      rleg      beta        eta
    3.810500    1.634370   -0.681500   3 'Fe    '     4.2018  145.9362    0.0000
    1.502350    1.383250   -1.542110   2 'Si    '     2.4761   66.8821    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.5590  147.1817    0.0000
